Unnamed: 0,freq_cancer,freq_non_cancer,pred_label,pred,label
142,0.097783595,0.90221643,Normal,0,0
143,0.8781772,0.12182277,Cancer,1,1
144,0.658214,0.34178603,Cancer,1,1
145,0.9087422,0.09125784,Cancer,1,1
146,0.35793737,0.6420626,Normal,0,1
147,0.8509701,0.14902993,Cancer,1,1
148,0.9813921,0.01860785,Cancer,1,1
149,0.69974005,0.30025998,Cancer,1,1
150,0.95039314,0.049606893,Cancer,1,1
151,0.5685696,0.43143037,Cancer,1,1
152,0.8752019,0.12479812,Cancer,1,1
153,0.11567894,0.8843211,Normal,0,0
154,0.99588877,0.004111266,Cancer,1,1
155,0.9900803,0.009919634,Cancer,1,1
156,0.9509841,0.04901593,Cancer,1,1
157,0.5122926,0.48770738,Cancer,1,1
158,0.9888305,0.011169465,Cancer,1,1
159,0.98995095,0.010049028,Cancer,1,1
160,0.66326845,0.3367316,Cancer,1,1
161,0.83020234,0.16979763,Cancer,1,1
162,0.92714393,0.0728561,Cancer,1,1
163,0.935792,0.06420799,Cancer,1,1
164,0.9909695,0.009030545,Cancer,1,1
165,0.6885784,0.3114216,Cancer,1,1
166,0.9694606,0.030539386,Cancer,1,1
167,0.9404656,0.05953442,Cancer,1,1
168,0.86147505,0.13852501,Cancer,1,1
169,0.995827,0.004172916,Cancer,1,1
170,0.89203906,0.10796087,Cancer,1,1
171,0.85702544,0.14297451,Cancer,1,1
172,0.98467904,0.015320893,Cancer,1,1
173,0.93099207,0.06900799,Cancer,1,1
174,0.32678792,0.67321205,Normal,0,1
175,0.90588105,0.09411894,Cancer,1,1
176,0.7191016,0.28089836,Cancer,1,1
177,0.86511415,0.13488583,Cancer,1,1
178,0.93272936,0.06727058,Cancer,1,1
179,0.67436075,0.32563928,Cancer,1,1
180,0.9001117,0.0998883,Cancer,1,1
181,0.9965423,0.0034577174,Cancer,1,1
182,0.97756916,0.022430878,Cancer,1,1
183,0.551036,0.44896403,Cancer,1,1
184,0.8481507,0.15184936,Cancer,1,1
185,0.85326546,0.1467345,Cancer,1,1
186,0.83371925,0.16628075,Cancer,1,1
187,0.14312333,0.8568766,Normal,0,1
188,0.9277606,0.07223945,Cancer,1,1
189,0.9137345,0.08626554,Cancer,1,1
190,0.63959175,0.36040828,Cancer,1,1
191,0.9905997,0.009400327,Cancer,1,1
192,0.7095071,0.2904929,Cancer,1,1
193,0.71675056,0.2832494,Cancer,1,1
194,0.5417693,0.45823067,Cancer,1,1
195,0.98121244,0.018787537,Cancer,1,1
196,0.3880764,0.61192364,Normal,0,1
197,0.95111525,0.048884742,Cancer,1,1
198,0.5571405,0.44285947,Cancer,1,1
199,0.9864087,0.013591269,Cancer,1,1
200,0.8454758,0.15452418,Cancer,1,1
201,0.96030664,0.039693315,Cancer,1,1
202,0.22491336,0.77508664,Normal,0,1
203,0.6331715,0.36682853,Cancer,1,1
204,0.9703836,0.029616388,Cancer,1,1
205,0.45685512,0.5431448,Normal,0,1
206,0.9253507,0.074649215,Cancer,1,1
207,0.99378467,0.0062153344,Cancer,1,1
208,0.9377539,0.062246084,Cancer,1,1
209,0.6413261,0.35867387,Cancer,1,1
210,0.8138955,0.18610449,Cancer,1,1
211,0.4936596,0.50634044,Normal,0,1
212,0.015610319,0.9843897,Normal,0,0
213,0.9169039,0.08309611,Cancer,1,1
214,0.972528,0.027472096,Cancer,1,1
215,0.89474714,0.1052528,Cancer,1,1
216,0.98199344,0.018006602,Cancer,1,1
217,0.98543996,0.014560011,Cancer,1,1
218,0.8850805,0.114919476,Cancer,1,1
219,0.9827235,0.01727657,Cancer,1,1
220,0.30711743,0.6928826,Normal,0,0
221,0.11077112,0.8892289,Normal,0,1
222,0.038961686,0.9610383,Normal,0,0
223,0.8146005,0.18539949,Cancer,1,1
224,0.95529175,0.044708256,Cancer,1,1
225,0.734423,0.265577,Cancer,1,1
226,0.93215805,0.06784188,Cancer,1,1
227,0.6573452,0.34265485,Cancer,1,1
228,0.9403141,0.059685882,Cancer,1,1
229,0.85201913,0.14798084,Cancer,1,1
230,0.48570094,0.51429904,Normal,0,1
231,0.91795564,0.08204441,Cancer,1,1
232,0.98141104,0.018588915,Cancer,1,1
233,0.37766144,0.62233853,Normal,0,0
234,0.59651875,0.4034813,Cancer,1,1
235,0.9135102,0.086489774,Cancer,1,1
236,0.9286168,0.071383186,Cancer,1,1
237,0.98853976,0.011460254,Cancer,1,1
238,0.9451499,0.05485014,Cancer,1,1
239,0.8300439,0.16995613,Cancer,1,1
240,0.57789356,0.42210644,Cancer,1,1
241,0.9667841,0.03321592,Cancer,1,1
242,0.93084425,0.06915577,Cancer,1,1
243,0.97222805,0.027772028,Cancer,1,1
244,0.97801024,0.021989733,Cancer,1,1
245,0.632602,0.36739805,Cancer,1,1
246,0.9538477,0.04615226,Cancer,1,1
247,0.9466633,0.053336646,Cancer,1,1
248,0.15366924,0.84633076,Normal,0,0
249,0.7392865,0.2607135,Cancer,1,1
250,0.9964653,0.0035346854,Cancer,1,1
251,0.97558063,0.024419352,Cancer,1,1
252,0.9770916,0.022908393,Cancer,1,1
253,0.97181284,0.028187113,Cancer,1,1
254,0.4941283,0.5058717,Normal,0,0
255,0.7913052,0.20869482,Cancer,1,1
256,0.81976783,0.18023214,Cancer,1,1
257,0.10303137,0.89696866,Normal,0,0
258,0.9643133,0.035686675,Cancer,1,1
259,0.88316697,0.11683297,Cancer,1,1
260,0.9867068,0.013293225,Cancer,1,1
261,0.72284883,0.27715117,Cancer,1,1
262,0.35890025,0.64109975,Normal,0,1
263,0.96011704,0.039882902,Cancer,1,1
264,0.9357005,0.06429954,Cancer,1,1
265,0.79432243,0.20567757,Cancer,1,1
266,0.44463056,0.55536944,Normal,0,1
267,0.057209205,0.94279075,Normal,0,0
268,0.85602057,0.14397943,Cancer,1,1
269,0.95099556,0.049004503,Cancer,1,1
270,0.845187,0.154813,Cancer,1,1
271,0.97126365,0.028736295,Cancer,1,1
272,0.5785994,0.42140064,Cancer,1,1
273,0.5511045,0.44889548,Cancer,1,1
274,0.9835836,0.016416337,Cancer,1,1
275,0.99414575,0.0058542215,Cancer,1,1
276,0.9796423,0.020357722,Cancer,1,1
277,0.7432287,0.25677136,Cancer,1,1
278,0.91978735,0.080212615,Cancer,1,1
279,0.9797998,0.020200184,Cancer,1,1
280,0.14691776,0.8530822,Normal,0,1
281,0.9950959,0.004904121,Cancer,1,1
282,0.8854234,0.11457651,Cancer,1,1
283,0.45144635,0.54855365,Normal,0,1
284,0.7277203,0.2722797,Cancer,1,1
285,0.7510306,0.24896933,Cancer,1,1
286,0.974567,0.025433011,Cancer,1,1
287,0.8310897,0.16891031,Cancer,1,1
288,0.63103175,0.36896825,Cancer,1,1
289,0.95503086,0.044969145,Cancer,1,1
290,0.97951037,0.020489665,Cancer,1,1
291,0.7768431,0.22315694,Cancer,1,1
292,0.8327347,0.16726525,Cancer,1,1
293,0.96698207,0.033017963,Cancer,1,1
294,0.6147992,0.38520077,Cancer,1,1
295,0.5690441,0.43095586,Cancer,1,1
296,0.8565767,0.14342336,Cancer,1,1
297,0.68181217,0.31818777,Cancer,1,1
298,0.9926959,0.007304102,Cancer,1,1
299,0.3813732,0.61862683,Normal,0,1
300,0.7633275,0.23667252,Cancer,1,1
301,0.77755934,0.22244063,Cancer,1,1
302,0.722002,0.27799797,Cancer,1,1
303,0.15326406,0.84673595,Normal,0,1
304,0.9072268,0.092773184,Cancer,1,1
305,0.9747199,0.02528014,Cancer,1,1
306,0.73616254,0.2638375,Cancer,1,1
307,0.710925,0.289075,Cancer,1,1
308,0.842482,0.15751803,Cancer,1,1
309,0.24954401,0.75045604,Normal,0,1
310,0.35975412,0.6402459,Normal,0,1
311,0.7850959,0.21490419,Cancer,1,1
312,0.9825562,0.017443743,Cancer,1,1
313,0.96805286,0.031947095,Cancer,1,1
314,0.87579805,0.12420199,Cancer,1,1
315,0.92503786,0.074962154,Cancer,1,1
316,0.88079125,0.119208835,Cancer,1,1
317,0.21493798,0.7850621,Normal,0,0
318,0.7081999,0.2918001,Cancer,1,1
319,0.7711014,0.2288986,Cancer,1,1
320,0.9819074,0.018092614,Cancer,1,1
321,0.9545315,0.045468554,Cancer,1,1
322,0.5644411,0.43555897,Cancer,1,1
323,0.50644255,0.49355742,Cancer,1,1
324,0.9472137,0.05278629,Cancer,1,1
325,0.38144502,0.61855495,Normal,0,1
326,0.2163422,0.78365785,Normal,0,0
327,0.97167015,0.028329909,Cancer,1,1
328,0.89976394,0.100236066,Cancer,1,1
329,0.797083,0.20291694,Cancer,1,1
330,0.35297105,0.6470289,Normal,0,1
331,0.9751754,0.024824642,Cancer,1,1
332,0.31177452,0.68822545,Normal,0,0
333,0.9229822,0.077017754,Cancer,1,1
334,0.97289914,0.02710084,Cancer,1,1
335,0.56024516,0.43975484,Cancer,1,1
336,0.6765729,0.32342705,Cancer,1,1
337,0.8242008,0.17579919,Cancer,1,1
338,0.32550657,0.67449343,Normal,0,1
339,0.61174077,0.38825923,Cancer,1,1
340,0.969687,0.030312981,Cancer,1,1
341,0.96187115,0.03812892,Cancer,1,1
342,0.8136856,0.18631436,Cancer,1,1
343,0.98786086,0.012139111,Cancer,1,1
344,0.52516204,0.47483793,Cancer,1,1
345,0.9493628,0.050637122,Cancer,1,1
346,0.97957546,0.02042458,Cancer,1,1
347,0.97738737,0.022612626,Cancer,1,1
348,0.72327346,0.2767265,Cancer,1,1
349,0.9844051,0.015594953,Cancer,1,1
350,0.07895424,0.9210457,Normal,0,0
351,0.94423866,0.055761326,Cancer,1,1
352,0.5404356,0.4595644,Cancer,1,1
353,0.78651536,0.2134846,Cancer,1,1
354,0.9245968,0.07540314,Cancer,1,1
355,0.7776752,0.22232479,Cancer,1,1
356,0.93898755,0.061012376,Cancer,1,1
357,0.7870702,0.21292976,Cancer,1,1
358,0.9767124,0.023287563,Cancer,1,1
359,0.6627519,0.3372481,Cancer,1,1
360,0.56712705,0.43287295,Cancer,1,1
361,0.9753366,0.02466333,Cancer,1,1
362,0.4170363,0.58296376,Normal,0,1
363,0.71391314,0.28608686,Cancer,1,1
364,0.98590624,0.014093797,Cancer,1,1
365,0.82150525,0.17849472,Cancer,1,1
366,0.92812324,0.071876705,Cancer,1,1
367,0.5910251,0.4089749,Cancer,1,1
368,0.969011,0.030989058,Cancer,1,1
369,0.035977103,0.9640229,Normal,0,0
370,0.65664136,0.34335864,Cancer,1,1
371,0.8652149,0.13478515,Cancer,1,1
372,0.8529082,0.14709176,Cancer,1,1
373,0.9640898,0.035910208,Cancer,1,1
374,0.98555607,0.01444395,Cancer,1,1
375,0.7926857,0.20731436,Cancer,1,1
376,0.74947006,0.25052994,Cancer,1,1
377,0.4471151,0.5528849,Normal,0,1
378,0.86611396,0.13388602,Cancer,1,1
379,0.6390345,0.3609655,Cancer,1,1
380,0.9369646,0.063035496,Cancer,1,1
381,0.8054735,0.19452646,Cancer,1,1
382,0.90176797,0.09823209,Cancer,1,1
383,0.7188071,0.28119287,Cancer,1,1
384,0.95580673,0.044193238,Cancer,1,1
385,0.43810594,0.561894,Normal,0,1
386,0.8804665,0.11953349,Cancer,1,1
387,0.8405373,0.15946269,Cancer,1,1
388,0.8316393,0.16836075,Cancer,1,1
389,0.22531456,0.7746854,Normal,0,1
390,0.9734384,0.026561601,Cancer,1,1
391,0.17391628,0.8260838,Normal,0,1
392,0.9024508,0.097549215,Cancer,1,1
393,0.9849259,0.015074116,Cancer,1,1
394,0.31138262,0.6886174,Normal,0,0
395,0.5216876,0.4783123,Cancer,1,1
396,0.9150734,0.08492657,Cancer,1,1
397,0.9775507,0.022449298,Cancer,1,1
398,0.9762438,0.023756215,Cancer,1,1
399,0.98515075,0.014849204,Cancer,1,1
400,0.923442,0.076557994,Cancer,1,1
401,0.958091,0.04190895,Cancer,1,1
402,0.4824941,0.5175059,Normal,0,1
403,0.99051625,0.009483697,Cancer,1,1
404,0.9859826,0.014017428,Cancer,1,1
405,0.9906598,0.009340228,Cancer,1,1
406,0.980899,0.019100958,Cancer,1,1
407,0.8775078,0.1224922,Cancer,1,1
408,0.508378,0.4916219,Cancer,1,1
409,0.90236086,0.097639136,Cancer,1,1
410,0.2896731,0.71032685,Normal,0,0
411,0.74704033,0.25295964,Cancer,1,1
412,0.6971785,0.30282146,Cancer,1,1
413,0.5937603,0.40623963,Cancer,1,1
414,0.8063358,0.19366422,Cancer,1,1
415,0.31486192,0.6851381,Normal,0,1
416,0.9981589,0.0018411523,Cancer,1,1
417,0.930496,0.0695041,Cancer,1,1
418,0.9844982,0.015501822,Cancer,1,1
419,0.7040928,0.2959072,Cancer,1,1
420,0.9314022,0.06859773,Cancer,1,1
421,0.7141103,0.28588966,Cancer,1,1
422,0.33821267,0.6617873,Normal,0,1
423,0.9720435,0.027956538,Cancer,1,1
424,0.7427866,0.2572134,Cancer,1,1
425,0.7177642,0.28223577,Cancer,1,1
426,0.18503346,0.81496656,Normal,0,1
427,0.94762707,0.052372936,Cancer,1,1
428,0.5016348,0.49836522,Cancer,1,1
429,0.868504,0.13149604,Cancer,1,1
430,0.9476179,0.052382097,Cancer,1,1
431,0.5611155,0.43888456,Cancer,1,1
432,0.10136471,0.8986353,Normal,0,1
433,0.9562635,0.04373655,Cancer,1,1
434,0.8626868,0.13731314,Cancer,1,1
435,0.91821927,0.08178072,Cancer,1,1
436,0.9743312,0.025668789,Cancer,1,1
437,0.0024361706,0.99756384,Normal,0,0
438,0.12758937,0.87241066,Normal,0,0
439,0.92153716,0.07846284,Cancer,1,1
440,0.35447425,0.64552575,Normal,0,0
441,0.98262906,0.017370984,Cancer,1,1
442,0.98919374,0.010806285,Cancer,1,1
443,0.5307463,0.46925375,Cancer,1,1
444,0.9911237,0.008876354,Cancer,1,1
445,0.99696475,0.0030352948,Cancer,1,1
446,0.983906,0.016094092,Cancer,1,1
447,0.99556834,0.0044317055,Cancer,1,1
448,0.9184837,0.081516296,Cancer,1,1
449,0.7562975,0.24370244,Cancer,1,1
450,0.9324199,0.0675801,Cancer,1,1
451,0.70623153,0.2937685,Cancer,1,1
452,0.9615678,0.038432233,Cancer,1,1
453,0.96760464,0.032395393,Cancer,1,1
454,0.6543947,0.34560537,Cancer,1,1
455,0.41073355,0.5892664,Normal,0,1
456,0.96280843,0.037191574,Cancer,1,1
457,0.4342737,0.56572634,Normal,0,1
458,0.58000904,0.41999093,Cancer,1,1
459,0.99402595,0.0059739775,Cancer,1,1
460,0.8378882,0.16211185,Cancer,1,0
461,0.5792227,0.42077732,Cancer,1,1
462,0.7682764,0.23172362,Cancer,1,1
463,0.9791895,0.020810476,Cancer,1,1
464,0.96301234,0.036987677,Cancer,1,1
465,0.07318581,0.92681414,Normal,0,0
466,0.98758274,0.012417205,Cancer,1,1
467,0.99760324,0.0023967433,Cancer,1,1
468,0.8927529,0.10724711,Cancer,1,1
469,0.9943051,0.0056949644,Cancer,1,1
470,0.8992649,0.10073517,Cancer,1,1
471,0.92570823,0.07429179,Cancer,1,1
472,0.74381095,0.25618905,Cancer,1,1
473,0.9912214,0.008778511,Cancer,1,1
474,0.98758173,0.012418275,Cancer,1,1
475,0.98669493,0.013305077,Cancer,1,1
476,0.97673017,0.023269806,Cancer,1,1
477,0.6842037,0.3157963,Cancer,1,1
478,0.99709594,0.0029040594,Cancer,1,1
479,0.95837164,0.041628353,Cancer,1,1
480,0.97523654,0.024763476,Cancer,1,1
481,0.37920064,0.62079936,Normal,0,1
482,0.0022440762,0.99775594,Normal,0,0
483,0.9805532,0.019446861,Cancer,1,1
484,0.98730415,0.012695838,Cancer,1,1
485,0.9332347,0.06676528,Cancer,1,1
486,0.8474978,0.15250215,Cancer,1,1
487,0.9718893,0.028110657,Cancer,1,1
488,0.8618202,0.13817982,Cancer,1,1
489,0.5039053,0.49609467,Cancer,1,1
490,0.63421905,0.36578095,Cancer,1,1
491,0.9694446,0.030555379,Cancer,1,1
492,0.8024904,0.19750957,Cancer,1,1
493,0.7509232,0.24907686,Cancer,1,1
494,0.7263376,0.27366242,Cancer,1,1
495,0.99338573,0.0066142455,Cancer,1,1
496,0.98177296,0.018226987,Cancer,1,1
497,0.7812136,0.21878643,Cancer,1,1
498,0.97439814,0.025601875,Cancer,1,1
499,0.7800442,0.2199558,Cancer,1,1
500,0.91506076,0.08493928,Cancer,1,1
501,0.82978296,0.17021702,Cancer,1,1
502,0.47863597,0.52136403,Normal,0,1
503,0.9982004,0.0017995447,Cancer,1,1
504,0.92984295,0.070156984,Cancer,1,1
505,0.93927777,0.060722195,Cancer,1,0
506,0.91408277,0.08591723,Cancer,1,1
507,0.83463794,0.16536205,Cancer,1,1
508,0.8211095,0.1788905,Cancer,1,1
509,0.39136222,0.6086378,Normal,0,1
510,0.9622159,0.037784062,Cancer,1,1
511,0.93273175,0.06726827,Cancer,1,1
512,0.7500475,0.2499525,Cancer,1,1
513,0.9254324,0.07456762,Cancer,1,1
514,0.9807539,0.01924607,Cancer,1,1
515,0.8627832,0.13721676,Cancer,1,1
516,0.9190904,0.08090962,Cancer,1,1
517,0.6088561,0.39114392,Cancer,1,1
518,0.46838936,0.5316106,Normal,0,0
519,0.9859487,0.0140513815,Cancer,1,1
520,0.9516578,0.048342302,Cancer,1,0
521,0.97200847,0.027991531,Cancer,1,1
522,0.31698674,0.68301326,Normal,0,1
523,0.93412596,0.0658741,Cancer,1,1
524,0.7300369,0.26996312,Cancer,1,1
525,0.54366034,0.45633966,Cancer,1,1
526,0.9794855,0.02051448,Cancer,1,1
527,0.7099078,0.29009217,Cancer,1,1
528,0.66695106,0.3330489,Cancer,1,1
529,0.94544125,0.054558765,Cancer,1,1
530,0.9960146,0.003985432,Cancer,1,1
531,0.6619445,0.33805546,Cancer,1,1
532,0.97854596,0.021454021,Cancer,1,1
533,0.695535,0.304465,Cancer,1,1
534,0.9869017,0.013098284,Cancer,1,1
535,0.7970082,0.20299175,Cancer,1,1
536,0.9639763,0.036023602,Cancer,1,1
537,0.8612208,0.13877928,Cancer,1,1
538,0.6967748,0.30322522,Cancer,1,1
539,0.5977653,0.40223473,Cancer,1,1
540,0.19203258,0.8079674,Normal,0,1
541,0.98989594,0.010104017,Cancer,1,1
542,0.57966787,0.42033216,Cancer,1,1
543,0.93808043,0.061919507,Cancer,1,1
544,0.030659607,0.96934044,Normal,0,0
545,0.57835656,0.42164344,Cancer,1,1
546,0.9834027,0.016597254,Cancer,1,1
547,0.63321495,0.36678505,Cancer,1,1
548,0.9105858,0.089414135,Cancer,1,1
549,0.72390413,0.27609587,Cancer,1,1
550,0.56761146,0.4323886,Cancer,1,1
551,0.98506063,0.014939337,Cancer,1,1
552,0.7700326,0.22996743,Cancer,1,1
553,0.88462234,0.115377635,Cancer,1,1
554,0.65696955,0.34303045,Cancer,1,1
555,0.93203646,0.0679635,Cancer,1,1
556,0.8575294,0.14247057,Cancer,1,1
557,0.48785362,0.5121464,Normal,0,1
558,0.25940135,0.7405987,Normal,0,1
559,0.9621541,0.0378459,Cancer,1,1
560,0.5009587,0.49904132,Cancer,1,1
561,0.9534261,0.04657386,Cancer,1,1
562,0.0048891436,0.9951108,Normal,0,0
563,0.9676903,0.032309767,Cancer,1,1
564,0.17180613,0.82819384,Normal,0,1
565,0.88299733,0.11700264,Cancer,1,1
566,0.21737897,0.782621,Normal,0,1
567,0.6126617,0.38733828,Cancer,1,0
568,0.8495407,0.15045929,Cancer,1,1
569,0.43981773,0.56018233,Normal,0,1
570,0.9652674,0.034732662,Cancer,1,1
571,0.6015875,0.39841253,Cancer,1,1
572,0.12369289,0.8763071,Normal,0,1
573,0.8483882,0.1516118,Cancer,1,1
574,0.32598674,0.6740132,Normal,0,1
575,0.31767,0.68233,Normal,0,0
576,0.83272845,0.1672716,Cancer,1,1
577,0.9468615,0.053138457,Cancer,1,1
578,0.9419524,0.058047555,Cancer,1,1
579,0.9641307,0.035869297,Cancer,1,1
580,0.64174515,0.35825482,Cancer,1,1
581,0.9672199,0.032780096,Cancer,1,1
582,0.9854916,0.014508426,Cancer,1,1
583,0.31539702,0.684603,Normal,0,1
584,0.8780036,0.12199645,Cancer,1,1
585,0.9662406,0.033759456,Cancer,1,1
586,0.9734062,0.026593806,Cancer,1,1
587,0.9335121,0.06648784,Cancer,1,1
588,0.6098553,0.3901447,Cancer,1,1
589,0.24063742,0.7593626,Normal,0,0
590,0.40388033,0.5961197,Normal,0,1
591,0.007968539,0.99203146,Normal,0,0
592,0.99696404,0.003036005,Cancer,1,1
593,0.93565214,0.06434786,Cancer,1,1
594,0.9415023,0.05849781,Cancer,1,1
595,0.92559785,0.07440218,Cancer,1,1
596,0.9769299,0.023070138,Cancer,1,1
597,0.93515223,0.06484777,Cancer,1,1
598,0.7904191,0.20958088,Cancer,1,1
599,0.9269046,0.073095426,Cancer,1,1
600,0.9795425,0.020457555,Cancer,1,1
601,0.9289921,0.07100793,Cancer,1,1
602,0.8127836,0.18721642,Cancer,1,1
603,0.84557664,0.15442334,Cancer,1,1
604,0.87642443,0.12357556,Cancer,1,1
605,0.7508751,0.24912487,Cancer,1,1
606,0.39021447,0.60978556,Normal,0,1
607,0.8981857,0.10181427,Cancer,1,1
608,0.5547944,0.44520563,Cancer,1,1
609,0.9841607,0.015839243,Cancer,1,1
