Dataset,Model,Accuracy,Recall,F1 Score,Precision,AUC
Colorectal_gene_data,PreCanCell,0.8412630919344732,0.5474196163199135,0.8324176996764776,0.8335642723333978,0.864207828029044
Colorectal_gene_data,SCEVAN,0.24299525557246443,0.04909560723514212,0.3302245982805567,0.5218951462624035,0.864207828029044
Colorectal_gene_data,CopyKAT,0.5955375525915316,0.7213250517598344,0.7085726236918891,0.8957615619444453,0.864207828029044
Colorectal_gene_data,ikarus,0.6457792498433443,0.8918310366567594,0.6682625289383844,0.8070470036169495,0.8510009698461909
Head_Neck_gene_data,CanCell_Cap,0.9979281767955801,0.0,0.9989630141721396,1.0,
Head_Neck_gene_data,Cancer_Finder,0.9945105539028191,0.0,0.9972477227125024,1.0,
Head_Neck_gene_data,PreCanCell,0.9996104264060065,0.0,0.9998051752537149,1.0,
Head_Neck_gene_data,SCEVAN,0.2534353307833971,0.0,0.4043851717902351,1.0,
Head_Neck_gene_data,CopyKAT,0.3409082839186166,0.0,0.5084736786357378,1.0,
Head_Neck_gene_data,ikarus,0.999982292109364,0.0,0.9999911459762889,1.0,
Liver_gene_data,CanCell_Cap,0.8720309938906273,0.9561709675573611,0.8643078698380456,0.8658714858654487,0.8948671209058312
Liver_gene_data,Cancer_Finder,0.8091640590075995,0.9483702389807557,0.7833323206935673,0.786833488093693,0.6855914942051939
Liver_gene_data,PreCanCell,0.5650126657726121,0.5668402281093247,0.6026168931016129,0.6994141892583473,0.6012156197764948
Liver_gene_data,SCEVAN,0.43009983609000146,0.3080765340873909,0.4428233023682842,0.8299603821320021,0.6012156197764948
Liver_gene_data,CopyKAT,0.4283117270153479,0.31363302944566696,0.44357671907793117,0.827541786632347,0.6012156197764948
Liver_gene_data,ikarus,0.5962747727611384,0.7159314146211211,0.6079187296756923,0.620843004600371,0.4910095036534666
Lung_gene_data,CanCell_Cap,0.9413518567993588,0.9692170240415855,0.9451980331356885,0.9562551678437552,0.9825352345084276
Lung_gene_data,Cancer_Finder,0.9275020037403152,0.9585769980506823,0.9330448750883626,0.948465840075302,0.9814176400441896
Lung_gene_data,PreCanCell,0.9339674058242052,0.682504873294347,0.931942730379339,0.9310680151131973,0.9455459800995742
Lung_gene_data,SCEVAN,0.2493935345979161,0.9983119988746659,0.32271856819720535,0.8892547881318951,0.9455459800995742
Lung_gene_data,CopyKAT,0.5966550895004007,0.847154001733603,0.7406641126413309,0.9806829621979118,0.9455459800995742
Lung_gene_data,ikarus,0.9764573871226289,0.8371507472384665,0.9756545914241167,0.9765595041651948,0.974197372784827
PBMCs_gene_data,CanCell_Cap,0.9894401456531634,0.0,0.9946920472224764,1.0,
PBMCs_gene_data,Cancer_Finder,0.9864360491579427,0.0,0.9931717153201045,1.0,
PBMCs_gene_data,PreCanCell,0.9979062357760583,0.0,0.9989520207773271,1.0,
PBMCs_gene_data,SCEVAN,0.611106053709604,0.0,0.75861679285795,1.0,
PBMCs_gene_data,CopyKAT,0.6012495406100699,0.0,0.7509754418177645,1.0,
PBMCs_gene_data,ikarus,1.0,0.0,1.0,1.0,
Pelvic_cavity_gene_data,CanCell_Cap,0.9087201312231237,0.7713315409650489,0.9062546412119242,0.909854814108815,0.9641454891359408
Pelvic_cavity_gene_data,Cancer_Finder,0.8632796914483309,0.7899391538134993,0.863576705290794,0.8639228630227767,0.9213692324037116
Pelvic_cavity_gene_data,PreCanCell,0.8469432991975884,0.6103721522569691,0.8386867330080137,0.848536513532895,0.871084263979655
Pelvic_cavity_gene_data,SCEVAN,0.5342244092742829,0.37982565379825656,0.6182280291475136,0.8668897020566381,0.871084263979655
Pelvic_cavity_gene_data,CopyKAT,0.5302566830695571,0.5718324338216397,0.6468989151971902,0.8964569013060694,0.871084263979655
Pelvic_cavity_gene_data,ikarus,0.7620694241255486,0.24104995047403424,0.7069409148980939,0.8227081697216849,0.8763465508542556
cell_line_gene_data,CanCell_Cap,0.9952009598080384,0.9952009598080384,0.9975947083583884,1.0,
cell_line_gene_data,Cancer_Finder,0.9752049590081984,0.9752049590081984,0.9874468515893906,1.0,
cell_line_gene_data,PreCanCell,0.8582283543291341,0.8582283543291341,0.9237060152803185,1.0,
cell_line_gene_data,SCEVAN,0.6888622275544891,0.824557204404021,0.815770779067014,1.0,
cell_line_gene_data,CopyKAT,0.18916595012897677,0.2131782945736434,0.31814895155459144,1.0,
cell_line_gene_data,ikarus,0.0,0.0,0.0,0.0,
