,Unnamed: 0,freq_cancer,freq_non_cancer,pred_label,pred,label
41,41,0.2461735620419361,0.7538264379580637,Normal,0,1
42,42,0.3210741103662561,0.6789258896337439,Normal,0,1
43,43,0.2367779057552087,0.7632220942447913,Normal,0,1
44,44,0.2822703585894554,0.7177296414105445,Normal,0,1
45,45,0.3413298987851121,0.6586701012148879,Normal,0,1
46,46,0.2365057492679211,0.7634942507320788,Normal,0,1
47,47,0.2508605301334684,0.7491394698665317,Normal,0,1
48,48,0.2274984055543336,0.7725015944456664,Normal,0,1
49,49,0.2862665683079421,0.7137334316920578,Normal,0,1
50,50,0.320813455647041,0.679186544352959,Normal,0,1
51,51,0.2754101897634982,0.7245898102365018,Normal,0,1
52,52,0.4323689665678282,0.5676310334321718,Normal,0,1
53,53,0.2515047760828488,0.7484952239171512,Normal,0,1
54,54,0.2439922249764087,0.7560077750235913,Normal,0,1
55,55,0.2498852547627362,0.7501147452372638,Normal,0,1
56,56,0.282895349344441,0.7171046506555591,Normal,0,1
57,57,0.2392787036446692,0.7607212963553308,Normal,0,1
58,58,0.2314492547564333,0.7685507452435667,Normal,0,1
59,59,0.2579210058454183,0.7420789941545817,Normal,0,1
60,60,0.2475322883626565,0.7524677116373434,Normal,0,1
61,61,0.2484029177348884,0.7515970822651116,Normal,0,1
62,62,0.2533625216142737,0.7466374783857261,Normal,0,1
63,63,0.23977270550456,0.76022729449544,Normal,0,1
64,64,0.2573433436793366,0.7426566563206634,Normal,0,1
65,65,0.2487300743482303,0.7512699256517696,Normal,0,1
66,66,0.2854020863704927,0.7145979136295072,Normal,0,1
67,67,0.2426504163043672,0.7573495836956328,Normal,0,1
68,68,0.2824868185978142,0.7175131814021858,Normal,0,1
69,69,0.2783749024875018,0.7216250975124981,Normal,0,1
70,70,0.2993739539762683,0.7006260460237318,Normal,0,1
71,71,0.3207564076514948,0.6792435923485052,Normal,0,1
72,72,0.2592254291549916,0.7407745708450083,Normal,0,1
73,73,0.2512274313524268,0.7487725686475731,Normal,0,1
74,74,0.2825914229283666,0.7174085770716334,Normal,0,1
75,75,0.292170106864105,0.707829893135895,Normal,0,1
76,76,0.2456382282893868,0.7543617717106131,Normal,0,1
77,77,0.2687601515336525,0.7312398484663474,Normal,0,1
78,78,0.2578136864489299,0.7421863135510702,Normal,0,1
79,79,0.2392515453136795,0.7607484546863205,Normal,0,1
80,80,0.2293168916582012,0.7706831083417989,Normal,0,1
81,81,0.3060983884830002,0.6939016115169998,Normal,0,1
82,82,0.2379613010199628,0.7620386989800372,Normal,0,1
83,83,0.3291221270109929,0.670877872989007,Normal,0,1
84,84,0.2300103709452224,0.7699896290547776,Normal,0,1
85,85,0.3299389586489319,0.670061041351068,Normal,0,1
86,86,0.3713324028132443,0.6286675971867557,Normal,0,1
87,87,0.2569794664915867,0.7430205335084132,Normal,0,1
88,88,0.3136828274312288,0.6863171725687711,Normal,0,1
89,89,0.2865008857914023,0.7134991142085976,Normal,0,1
90,90,0.2744172688573428,0.7255827311426573,Normal,0,1
91,91,0.3783139918705884,0.6216860081294115,Normal,0,1
92,92,0.3850930462944645,0.6149069537055355,Normal,0,1
93,93,0.3222231757778461,0.6777768242221539,Normal,0,1
94,94,0.277640974907361,0.722359025092639,Normal,0,1
95,95,0.2554469388450202,0.7445530611549798,Normal,0,1
96,96,0.2778143287828413,0.7221856712171587,Normal,0,1
97,97,0.2520618995244922,0.7479381004755078,Normal,0,1
98,98,0.2547136340279607,0.7452863659720393,Normal,0,1
99,99,0.3175818101858421,0.6824181898141578,Normal,0,1
100,100,0.2762760387793048,0.7237239612206952,Normal,0,1
101,101,0.2470136695321996,0.7529863304678004,Normal,0,1
102,102,0.2587832776976992,0.7412167223023008,Normal,0,1
103,103,0.2507455191390015,0.7492544808609984,Normal,0,1
104,104,0.2666781242209925,0.7333218757790075,Normal,0,1
105,105,0.2537836827210408,0.7462163172789592,Normal,0,1
106,106,0.2552614060786211,0.7447385939213789,Normal,0,1
107,107,0.2490122499541797,0.7509877500458203,Normal,0,1
108,108,0.2421868456014933,0.7578131543985067,Normal,0,1
109,109,0.2615393297033668,0.7384606702966331,Normal,0,1
110,110,0.2724281040724413,0.7275718959275587,Normal,0,1
111,111,0.2962196861076278,0.7037803138923722,Normal,0,1
112,112,0.2752267162432849,0.7247732837567151,Normal,0,1
113,113,0.3153444071624333,0.6846555928375667,Normal,0,1
114,114,0.2349409194652191,0.7650590805347808,Normal,0,1
115,115,0.3051611034031248,0.6948388965968753,Normal,0,1
116,116,0.2505414214551426,0.7494585785448574,Normal,0,1
117,117,0.2763442179461329,0.7236557820538672,Normal,0,1
118,118,0.3039113535010615,0.6960886464989385,Normal,0,1
119,119,0.2563232244989392,0.7436767755010608,Normal,0,1
120,120,0.3240235060905282,0.6759764939094718,Normal,0,1
121,121,0.2565247255530489,0.743475274446951,Normal,0,1
122,122,0.2451651727618604,0.7548348272381397,Normal,0,1
123,123,0.2346327351381489,0.765367264861851,Normal,0,1
124,124,0.2634137004588847,0.7365862995411153,Normal,0,1
125,125,0.3130905378002324,0.6869094621997677,Normal,0,1
126,126,0.2770790187739671,0.7229209812260329,Normal,0,1
127,127,0.2989431468412969,0.701056853158703,Normal,0,1
128,128,0.3288160400452345,0.6711839599547653,Normal,0,1
129,129,0.3192026701684649,0.6807973298315351,Normal,0,1
130,130,0.2485344863504967,0.7514655136495033,Normal,0,1
131,131,0.2374976755330987,0.7625023244669012,Normal,0,1
132,132,0.2528682240376289,0.7471317759623711,Normal,0,1
133,133,0.2830834777526209,0.716916522247379,Normal,0,1
134,134,0.2565277931693113,0.7434722068306886,Normal,0,1
135,135,0.3634281466553024,0.6365718533446977,Normal,0,1
136,136,0.3055417654930791,0.6944582345069208,Normal,0,1
137,137,0.2724448243435004,0.7275551756564995,Normal,0,1
138,138,0.2570368377917902,0.7429631622082097,Normal,0,1
139,139,0.277942817626821,0.7220571823731791,Normal,0,1
140,140,0.3012752294843328,0.6987247705156672,Normal,0,1
141,141,0.3172884437375292,0.6827115562624707,Normal,0,1
142,142,0.2334879373119932,0.7665120626880068,Normal,0,1
143,143,0.2500538140359173,0.7499461859640827,Normal,0,1
144,144,0.352097881832275,0.647902118167725,Normal,0,1
145,145,0.2652873388623511,0.7347126611376489,Normal,0,1
146,146,0.3224603105771639,0.677539689422836,Normal,0,1
147,147,0.2594859547805618,0.7405140452194383,Normal,0,1
148,148,0.2445817524192993,0.7554182475807006,Normal,0,1
149,149,0.2324632767668861,0.767536723233114,Normal,0,1
150,150,0.2467157691511772,0.7532842308488227,Normal,0,1
151,151,0.2551604688680479,0.744839531131952,Normal,0,1
152,152,0.2346731395689056,0.7653268604310943,Normal,0,1
153,153,0.2602718138875166,0.7397281861124834,Normal,0,1
154,154,0.2434115886481829,0.756588411351817,Normal,0,1
155,155,0.2484486453183295,0.7515513546816706,Normal,0,1
156,156,0.3299288627120164,0.6700711372879835,Normal,0,1
157,157,0.2649009698604179,0.735099030139582,Normal,0,1
158,158,0.2379935441155466,0.7620064558844533,Normal,0,1
159,159,0.2691395852829552,0.7308604147170448,Normal,0,1
160,160,0.2524049582559534,0.7475950417440466,Normal,0,1
161,161,0.2272913776751755,0.7727086223248245,Normal,0,1
162,162,0.4181785026499744,0.5818214973500256,Normal,0,1
163,163,0.2470393159192557,0.7529606840807443,Normal,0,1
164,164,0.2653939215830462,0.7346060784169538,Normal,0,1
165,165,0.297255467064883,0.702744532935117,Normal,0,1
166,166,0.2896228053868973,0.7103771946131027,Normal,0,1
167,167,0.2349798020433928,0.7650201979566071,Normal,0,1
168,168,0.2751329047170912,0.7248670952829087,Normal,0,1
169,169,0.2873742999259808,0.7126257000740193,Normal,0,1
170,170,0.2744140137386875,0.7255859862613125,Normal,0,1
171,171,0.3164600233744094,0.6835399766255905,Normal,0,1
172,172,0.2400721345605678,0.7599278654394321,Normal,0,1
173,173,0.2903991002797347,0.7096008997202653,Normal,0,1
174,174,0.4197097173474872,0.5802902826525128,Normal,0,1
175,175,0.2439266560072739,0.7560733439927262,Normal,0,1
176,176,0.3118052796892198,0.6881947203107802,Normal,0,1
177,177,0.2381885480225962,0.7618114519774039,Normal,0,1
178,178,0.3339839146415748,0.6660160853584253,Normal,0,1
179,179,0.3301596804988498,0.6698403195011502,Normal,0,1
180,180,0.2758199747414693,0.7241800252585306,Normal,0,1
181,181,0.235722381791544,0.7642776182084559,Normal,0,1
182,182,0.2723712146477399,0.7276287853522599,Normal,0,1
183,183,0.2381384940827846,0.7618615059172154,Normal,0,1
184,184,0.2751531153761545,0.7248468846238455,Normal,0,1
185,185,0.2388639777416403,0.7611360222583597,Normal,0,1
186,186,0.310756064527489,0.689243935472511,Normal,0,1
187,187,0.2895100442029619,0.710489955797038,Normal,0,1
188,188,0.2777635307742373,0.7222364692257627,Normal,0,1
189,189,0.2686987089968468,0.7313012910031531,Normal,0,1
190,190,0.3180403461220923,0.6819596538779077,Normal,0,1
191,191,0.2932333916674653,0.7067666083325346,Normal,0,1
192,192,0.3258229949582444,0.6741770050417555,Normal,0,1
193,193,0.2651894445415383,0.7348105554584616,Normal,0,1
194,194,0.2577019027169992,0.7422980972830009,Normal,0,1
195,195,0.2964458397932887,0.7035541602067112,Normal,0,1
196,196,0.2413233469685376,0.7586766530314624,Normal,0,1
197,197,0.2810500680812872,0.7189499319187127,Normal,0,1
198,198,0.2837305857981566,0.7162694142018434,Normal,0,1
199,199,0.2872635846306716,0.7127364153693283,Normal,0,1
200,200,0.2264748497338653,0.7735251502661346,Normal,0,1
201,201,0.2285650305160002,0.7714349694839998,Normal,0,1
202,202,0.3333003984244652,0.6666996015755348,Normal,0,1
203,203,0.2741551320163014,0.7258448679836986,Normal,0,1
204,204,0.3291967601584069,0.6708032398415931,Normal,0,1
205,205,0.2534063055104429,0.746593694489557,Normal,0,1
206,206,0.2366824301036454,0.7633175698963545,Normal,0,1
207,207,0.2890157127448983,0.7109842872551018,Normal,0,1
208,208,0.3062709265803611,0.6937290734196389,Normal,0,1
209,209,0.267064700992039,0.732935299007961,Normal,0,1
210,210,0.241767414190511,0.7582325858094889,Normal,0,1
211,211,0.2565502920270692,0.7434497079729309,Normal,0,1
212,212,0.2772106447098372,0.7227893552901629,Normal,0,1
213,213,0.2564929899935935,0.7435070100064065,Normal,0,1
214,214,0.291618130354057,0.708381869645943,Normal,0,1
215,215,0.2759804654500009,0.7240195345499991,Normal,0,1
216,216,0.2408465303428367,0.7591534696571632,Normal,0,1
217,217,0.2412129680635276,0.7587870319364723,Normal,0,1
218,218,0.2368174929360557,0.7631825070639443,Normal,0,1
219,219,0.2794202589006746,0.7205797410993253,Normal,0,1
220,220,0.2621539975282522,0.7378460024717478,Normal,0,1
221,221,0.2623477537124979,0.737652246287502,Normal,0,1
222,222,0.2618069949650649,0.7381930050349351,Normal,0,1
223,223,0.2550872937848868,0.7449127062151132,Normal,0,1
224,224,0.3267753117032376,0.6732246882967623,Normal,0,1
225,225,0.2774012401481169,0.7225987598518832,Normal,0,1
226,226,0.2435284520601605,0.7564715479398395,Normal,0,1
227,227,0.258082009230515,0.7419179907694851,Normal,0,1
228,228,0.3308692826524806,0.6691307173475194,Normal,0,1
229,229,0.2320746481887607,0.7679253518112392,Normal,0,1
230,230,0.2615099719686451,0.7384900280313548,Normal,0,1
231,231,0.2862415357579137,0.7137584642420862,Normal,0,1
232,232,0.3457796881236444,0.6542203118763557,Normal,0,1
233,233,0.2627220160113871,0.7372779839886129,Normal,0,1
234,234,0.2435288710769884,0.7564711289230115,Normal,0,1
235,235,0.3760765704606029,0.6239234295393971,Normal,0,1
236,236,0.2378989619201836,0.7621010380798163,Normal,0,1
237,237,0.2344637097808458,0.7655362902191541,Normal,0,1
238,238,0.3088421759882558,0.6911578240117443,Normal,0,1
239,239,0.3268885651250446,0.6731114348749554,Normal,0,1
240,240,0.2309634475862781,0.7690365524137219,Normal,0,1
241,241,0.2472382311406511,0.7527617688593489,Normal,0,1
242,242,0.2561332217804921,0.7438667782195079,Normal,0,1
243,243,0.3379750765095281,0.6620249234904718,Normal,0,1
244,244,0.2964890236831258,0.7035109763168741,Normal,0,1
245,245,0.2448528782066202,0.7551471217933798,Normal,0,1
246,246,0.2831594664468457,0.7168405335531542,Normal,0,1
247,247,0.3186730292463744,0.6813269707536256,Normal,0,1
248,248,0.2772600112769046,0.7227399887230955,Normal,0,1
249,249,0.2455369556518917,0.7544630443481083,Normal,0,1
250,250,0.2708001779895065,0.7291998220104934,Normal,0,1
251,251,0.2316786518926322,0.7683213481073677,Normal,0,1
252,252,0.2395165213493284,0.7604834786506716,Normal,0,1
253,253,0.266891955415121,0.733108044584879,Normal,0,1
254,254,0.2431412833601164,0.7568587166398836,Normal,0,1
255,255,0.2896611955167948,0.7103388044832052,Normal,0,1
256,256,0.2514059238921302,0.7485940761078698,Normal,0,1
257,257,0.2663865258866181,0.7336134741133818,Normal,0,1
258,258,0.246349066551639,0.7536509334483611,Normal,0,1
259,259,0.2499657928734714,0.7500342071265286,Normal,0,1
260,260,0.2805907401000168,0.7194092598999832,Normal,0,1
261,261,0.3836495922516737,0.6163504077483262,Normal,0,1
262,262,0.2764534016081044,0.7235465983918956,Normal,0,1
263,263,0.2286344086766291,0.7713655913233709,Normal,0,1
264,264,0.2327587019945172,0.7672412980054827,Normal,0,1
265,265,0.2378851707088727,0.7621148292911273,Normal,0,1
266,266,0.3003770246196864,0.6996229753803135,Normal,0,1
267,267,0.2703056622535296,0.7296943377464704,Normal,0,1
268,268,0.2429162536249046,0.7570837463750955,Normal,0,1
269,269,0.3322740871778245,0.6677259128221755,Normal,0,1
270,270,0.284900322859532,0.715099677140468,Normal,0,1
271,271,0.2576884398691605,0.7423115601308394,Normal,0,1
272,272,0.2734861991819555,0.7265138008180445,Normal,0,1
273,273,0.2627452763464505,0.7372547236535495,Normal,0,1
274,274,0.2634555413255534,0.7365444586744466,Normal,0,1
275,275,0.2448825638515655,0.7551174361484344,Normal,0,1
276,276,0.255944466597797,0.7440555334022029,Normal,0,1
277,277,0.2734754709085846,0.7265245290914155,Normal,0,1
278,278,0.2434728309246027,0.7565271690753972,Normal,0,1
279,279,0.241824569647735,0.758175430352265,Normal,0,1
280,280,0.241471434910445,0.758528565089555,Normal,0,1
281,281,0.3357797823590017,0.6642202176409984,Normal,0,1
282,282,0.3329744627762031,0.6670255372237969,Normal,0,1
283,283,0.276713565561018,0.723286434438982,Normal,0,1
284,284,0.2563332099850103,0.7436667900149897,Normal,0,1
285,285,0.2676818003428542,0.7323181996571457,Normal,0,1
286,286,0.287951850346845,0.7120481496531549,Normal,0,1
287,287,0.3154704206949801,0.6845295793050198,Normal,0,1
288,288,0.2413263078268204,0.7586736921731795,Normal,0,1
289,289,0.2567465313687375,0.7432534686312625,Normal,0,1
290,290,0.3380760420656582,0.6619239579343418,Normal,0,1
291,291,0.2544864664064485,0.7455135335935514,Normal,0,1
292,292,0.2287623041642823,0.7712376958357177,Normal,0,1
293,293,0.294614150792974,0.7053858492070259,Normal,0,1
294,294,0.2377556505903844,0.7622443494096155,Normal,0,1
295,295,0.2531396070712481,0.7468603929287518,Normal,0,1
296,296,0.2591983466055645,0.7408016533944355,Normal,0,1
297,297,0.2499708498877634,0.7500291501122366,Normal,0,1
298,298,0.2412068329169436,0.7587931670830566,Normal,0,1
299,299,0.3640577797246612,0.6359422202753388,Normal,0,1
300,300,0.2642277650401476,0.7357722349598523,Normal,0,1
301,301,0.2429873798554097,0.7570126201445903,Normal,0,1
302,302,0.2754436084571934,0.7245563915428066,Normal,0,1
303,303,0.2713464594828207,0.7286535405171792,Normal,0,1
304,304,0.2618167291657403,0.7381832708342597,Normal,0,1
305,305,0.2336506652672236,0.7663493347327763,Normal,0,1
306,306,0.3388912119739611,0.6611087880260389,Normal,0,1
307,307,0.2539337463109534,0.7460662536890466,Normal,0,1
308,308,0.2769296784189978,0.7230703215810022,Normal,0,1
309,309,0.2686656895211014,0.7313343104788985,Normal,0,1
310,310,0.3263332806825572,0.6736667193174428,Normal,0,1
311,311,0.2379954478071936,0.7620045521928064,Normal,0,1
312,312,0.276356769796494,0.723643230203506,Normal,0,1
313,313,0.2360874638383128,0.7639125361616871,Normal,0,1
314,314,0.267673381149509,0.7323266188504911,Normal,0,1
315,315,0.2405920784234727,0.7594079215765273,Normal,0,1
316,316,0.2353361394380893,0.7646638605619107,Normal,0,1
317,317,0.2258801247900819,0.7741198752099181,Normal,0,1
318,318,0.2545843235770454,0.7454156764229546,Normal,0,1
319,319,0.2440268158199266,0.7559731841800733,Normal,0,1
320,320,0.261127757630322,0.738872242369678,Normal,0,1
321,321,0.2746227179719052,0.7253772820280947,Normal,0,1
322,322,0.3515737236434508,0.6484262763565491,Normal,0,1
323,323,0.2935824225637267,0.7064175774362732,Normal,0,1
324,324,0.3011438752863339,0.6988561247136661,Normal,0,1
325,325,0.2344022830817462,0.7655977169182538,Normal,0,1
326,326,0.2809521341517448,0.7190478658482551,Normal,0,1
327,327,0.2457850566386995,0.7542149433613003,Normal,0,1
328,328,0.248039345777103,0.751960654222897,Normal,0,1
329,329,0.3228164221524562,0.6771835778475438,Normal,0,1
330,330,0.2616655308098232,0.7383344691901769,Normal,0,1
331,331,0.2314687320778854,0.7685312679221147,Normal,0,1
332,332,0.2652245791202597,0.7347754208797402,Normal,0,1
333,333,0.31222856128171,0.6877714387182899,Normal,0,1
334,334,0.2462634605856559,0.7537365394143443,Normal,0,1
335,335,0.2407979637277575,0.7592020362722425,Normal,0,1
336,336,0.2709690039449028,0.7290309960550972,Normal,0,1
337,337,0.2905330357027179,0.7094669642972822,Normal,0,1
338,338,0.2394118821117828,0.7605881178882171,Normal,0,1
339,339,0.2877678409581637,0.7122321590418362,Normal,0,1
340,340,0.2300898420474143,0.7699101579525857,Normal,0,1
341,341,0.3342932357559827,0.6657067642440172,Normal,0,1
342,342,0.2867525918489421,0.7132474081510578,Normal,0,1
343,343,0.2577848140466947,0.7422151859533053,Normal,0,1
344,344,0.2463361479425173,0.7536638520574828,Normal,0,1
345,345,0.3073549759339127,0.6926450240660872,Normal,0,1
346,346,0.2552267183401702,0.7447732816598297,Normal,0,1
347,347,0.1452391243815788,0.8547608756184211,Normal,0,0
348,348,0.3193960492282917,0.6806039507717083,Normal,0,1
349,349,0.2700570000751909,0.7299429999248089,Normal,0,1
350,350,0.3134578342309342,0.6865421657690658,Normal,0,1
351,351,0.249653062069156,0.750346937930844,Normal,0,1
352,352,0.2652125053691821,0.7347874946308178,Normal,0,1
353,353,0.2347596214277866,0.7652403785722134,Normal,0,1
354,354,0.2542931737374333,0.7457068262625668,Normal,0,1
355,355,0.2441977804445041,0.755802219555496,Normal,0,1
356,356,0.3156753626509035,0.6843246373490964,Normal,0,1
357,357,0.4265655344093445,0.5734344655906556,Normal,0,1
358,358,0.32710811132501,0.67289188867499,Normal,0,1
359,359,0.2692495302398945,0.7307504697601054,Normal,0,1
360,360,0.2587740567857314,0.7412259432142685,Normal,0,1
361,361,0.274415246332743,0.7255847536672569,Normal,0,1
362,362,0.2469105210288482,0.7530894789711517,Normal,0,1
363,363,0.2412976375591518,0.7587023624408482,Normal,0,1
364,364,0.2419186958976677,0.7580813041023323,Normal,0,1
365,365,0.2455312798703007,0.7544687201296992,Normal,0,1
366,366,0.2785593101081389,0.7214406898918609,Normal,0,1
367,367,0.2352520929030715,0.7647479070969284,Normal,0,1
368,368,0.2337338138943491,0.7662661861056509,Normal,0,1
369,369,0.2534136790364361,0.7465863209635639,Normal,0,1
370,370,0.2315130779169756,0.7684869220830244,Normal,0,1
371,371,0.2663714155382395,0.7336285844617605,Normal,0,1
372,372,0.303082446743847,0.696917553256153,Normal,0,1
373,373,0.293170874620785,0.706829125379215,Normal,0,1
374,374,0.2361545905263925,0.7638454094736075,Normal,0,1
375,375,0.3240681909255271,0.6759318090744729,Normal,0,1
376,376,0.2351426491135328,0.7648573508864672,Normal,0,1
377,377,0.2487657168817093,0.7512342831182907,Normal,0,1
378,378,0.3161368045915123,0.6838631954084878,Normal,0,1
379,379,0.2963524579186413,0.7036475420813587,Normal,0,1
380,380,0.3379278936298128,0.6620721063701872,Normal,0,1
381,381,0.2653164778984638,0.7346835221015361,Normal,0,1
382,382,0.3053689849441298,0.6946310150558703,Normal,0,1
383,383,0.2625636295095424,0.7374363704904576,Normal,0,1
384,384,0.2499220443535694,0.7500779556464305,Normal,0,1
385,385,0.2283398760454559,0.771660123954544,Normal,0,1
386,386,0.288846079331774,0.7111539206682261,Normal,0,1
387,387,0.31660429837709,0.6833957016229099,Normal,0,1
388,388,0.2416682486412481,0.7583317513587519,Normal,0,1
389,389,0.2780475443977038,0.7219524556022962,Normal,0,1
390,390,0.260616251135729,0.7393837488642709,Normal,0,1
391,391,0.2457104124205249,0.7542895875794751,Normal,0,1
392,392,0.2290125582918486,0.7709874417081515,Normal,0,1
393,393,0.2681928205175275,0.7318071794824725,Normal,0,1
394,394,0.272469356122177,0.727530643877823,Normal,0,1
395,395,0.2792602961147045,0.7207397038852954,Normal,0,1
396,396,0.392286533477842,0.6077134665221579,Normal,0,1
397,397,0.2703116177440831,0.7296883822559169,Normal,0,1
398,398,0.283124596163415,0.7168754038365849,Normal,0,1
399,399,0.2463615127754563,0.7536384872245437,Normal,0,1
400,400,0.251653747500036,0.748346252499964,Normal,0,1
401,401,0.2533750825764594,0.7466249174235405,Normal,0,1
402,402,0.2715714722231153,0.7284285277768847,Normal,0,1
403,403,0.2921409286066483,0.7078590713933517,Normal,0,1
404,404,0.2687989105921131,0.7312010894078869,Normal,0,1
405,405,0.2318375824593296,0.7681624175406704,Normal,0,1
406,406,0.2909823562076061,0.7090176437923938,Normal,0,1
407,407,0.2601557619353553,0.7398442380646447,Normal,0,1
408,408,0.2548590863057645,0.7451409136942355,Normal,0,1
409,409,0.2363482385581938,0.7636517614418062,Normal,0,1
410,410,0.3165212891729638,0.6834787108270362,Normal,0,1
411,411,0.3277838678121332,0.6722161321878668,Normal,0,1
412,412,0.2751254377397782,0.7248745622602217,Normal,0,1
413,413,0.2568506853693963,0.7431493146306036,Normal,0,1
414,414,0.2339079439167003,0.7660920560832997,Normal,0,1
415,415,0.2706462932939392,0.7293537067060608,Normal,0,1
416,416,0.3207500582139032,0.6792499417860968,Normal,0,1
417,417,0.3209827384604511,0.6790172615395489,Normal,0,1
418,418,0.2734144243546711,0.7265855756453288,Normal,0,1
419,419,0.2458533763857477,0.7541466236142523,Normal,0,1
420,420,0.2488041353043197,0.7511958646956803,Normal,0,1
421,421,0.3299713810767449,0.6700286189232552,Normal,0,1
422,422,0.2453902427581034,0.7546097572418965,Normal,0,1
423,423,0.2466223746065707,0.7533776253934293,Normal,0,1
424,424,0.3450880204958634,0.6549119795041366,Normal,0,1
425,425,0.2739799229952507,0.7260200770047494,Normal,0,1
426,426,0.324864485287986,0.675135514712014,Normal,0,1
427,427,0.2586025310377487,0.7413974689622512,Normal,0,1
428,428,0.2429763539958639,0.7570236460041361,Normal,0,1
429,429,0.2470240828535229,0.7529759171464772,Normal,0,1
430,430,0.2448270626375858,0.755172937362414,Normal,0,1
431,431,0.3159290491858023,0.6840709508141976,Normal,0,1
432,432,0.2615446887564735,0.7384553112435265,Normal,0,1
433,433,0.2906971804081124,0.7093028195918876,Normal,0,1
434,434,0.2839001210936259,0.7160998789063739,Normal,0,1
435,435,0.2555414470275059,0.744458552972494,Normal,0,1
436,436,0.2564113908709998,0.7435886091290003,Normal,0,1
437,437,0.2326672743976556,0.7673327256023443,Normal,0,1
438,438,0.242778996051122,0.757221003948878,Normal,0,1
439,439,0.314983169798761,0.6850168302012388,Normal,0,1
440,440,0.3182680603211119,0.681731939678888,Normal,0,1
441,441,0.2450705445031152,0.7549294554968847,Normal,0,1
442,442,0.2790937451584229,0.720906254841577,Normal,0,1
443,443,0.2922247568677505,0.7077752431322495,Normal,0,1
444,444,0.2400560699545637,0.7599439300454361,Normal,0,1
445,445,0.2608451058356489,0.739154894164351,Normal,0,1
446,446,0.2940876873835247,0.7059123126164752,Normal,0,1
447,447,0.2379430262797053,0.7620569737202948,Normal,0,1
448,448,0.3242905151551077,0.6757094848448922,Normal,0,1
449,449,0.2863042889660099,0.7136957110339901,Normal,0,1
450,450,0.2592171828062685,0.7407828171937315,Normal,0,1
451,451,0.2409369956203355,0.7590630043796646,Normal,0,1
452,452,0.2517047518515121,0.7482952481484879,Normal,0,1
453,453,0.2623577258647849,0.7376422741352151,Normal,0,1
454,454,0.2322789864182819,0.767721013581718,Normal,0,1
455,455,0.2944020376176865,0.7055979623823134,Normal,0,1
456,456,0.2478561234603165,0.7521438765396835,Normal,0,1
457,457,0.2824986995986033,0.7175013004013967,Normal,0,1
458,458,0.29371402115119,0.7062859788488101,Normal,0,1
459,459,0.2442305729929867,0.7557694270070133,Normal,0,1
460,460,0.2320802611967045,0.7679197388032954,Normal,0,1
461,461,0.3344134341712744,0.6655865658287257,Normal,0,1
462,462,0.2456024690530947,0.7543975309469052,Normal,0,1
463,463,0.3372688819846893,0.6627311180153108,Normal,0,1
464,464,0.2890252705381477,0.7109747294618524,Normal,0,1
465,465,0.2692080027922001,0.7307919972077999,Normal,0,1
466,466,0.2739530114368424,0.7260469885631576,Normal,0,1
